stat_id,Jewish Orthodox,Jewish Non-Orthodox,Muslim,Christian,Druze,Other,pop_thou
5000423,0.021,0.979,0,0,0,0,2.9
5000424,0.02,0.98,0,0,0,0,2.9
5000431,0.018,0.982,0,0,0,0,2.8
5000432,0.008,0.992,0,0,0,0,3.5
5000436,0.074,0.926,0,0,0,0,1.9
5000515,0.008,0.992,0,0,0,0,3.4
5000516,0.017,0.983,0,0,0,0,3.9
5000517,0.042,0.958,0,0,0,0,3.1
5000543,0.016,0.984,0,0,0,0,1.2
5000544,0.045,0.955,0,0,0,0,2
5000555,0.023,0.977,0,0,0,0,2
5000611,0.013,0.987,0,0,0,0,2.7
5000622,0.03,0.97,0,0,0,0,0.8
5000723,0,0,1,0,0,0,2.9
5000725,0,0,1,0,0,0,2
5000732,0,0,1,0,0,0,3.2
5000734,0,0,1,0,0,0,2.6
5000735,0.013,0.987,0,0,0,0,2.7
5000736,0.014,0.986,0,0,0,0,3.9
5000743,0.008,0.992,0,0,0,0,3.5
5000745,0.023,0.977,0,0,0,0,3.5
5000746,0.01,0.99,0,0,0,0,3.7
5000747,0.012,0.988,0,0,0,0,2.9
5000812,0.022,0.978,0,0,0,0,4.4
5000823,0.043,0.957,0,0,0,0,1.5
5000824,0.039,0.961,0,0,0,0,2.7
5000832,0.041,0.959,0,0,0,0,3.8
5000833,0.035,0.965,0,0,0,0,5
5000911,0.047,0.953,0,0,0,0,4.2
5000912,0.01,0.99,0,0,0,0,2.9
5000916,0.009,0.991,0,0,0,0,1.8
5000921,0.005,0.995,0,0,0,0,4.3
5000923,0.065,0.935,0,0,0,0,0.7
5000924,0.064,0.936,0,0,0,0,1.2
5000925,0.009,0.991,0,0,0,0,3.3
5000927,0.041,0.959,0,0,0,0,4.7
5000929,0.033,0.967,0,0,0,0,4.3
5000933,0.007,0.993,0,0,0,0,3.8
5000935,0.016,0.984,0,0,0,0,2.3
5000936,0.009,0.991,0,0,0,0,2.5
5000937,0.009,0.991,0,0,0,0,5.1
5000941,0.032,0.968,0,0,0,0,3
5000942,0.024,0.976,0,0,0,0,5.2
5000943,0.025,0.975,0,0,0,0,2.9
5000944,0.003,0.997,0,0,0,0,3.6
5000946,0.004,0.996,0,0,0,0,3.2
5000947,0.01,0.99,0,0,0,0,4.4
6100112,0.371,0.629,0,0,0,0,2
6100113,0.435,0.565,0,0,0,0,3.4
6100114,0.467,0.533,0,0,0,0,3.1
6100115,0.62,0.38,0,0,0,0,4.9
6100121,0.082,0.918,0,0,0,0,3
6100122,0.162,0.838,0,0,0,0,3.9
6100123,0.291,0.709,0,0,0,0,6.1
6100211,0.707,0.293,0,0,0,0,4.9
6100212,0.762,0.238,0,0,0,0,3.8
6100213,0.807,0.193,0,0,0,0,2.7
6100214,0.771,0.229,0,0,0,0,3.4
6100221,0.787,0.213,0,0,0,0,3.3
6100222,0.691,0.309,0,0,0,0,4.8
6100223,0.71,0.29,0,0,0,0,6.3
6100231,0.387,0.613,0,0,0,0,2.9
6100232,0.535,0.465,0,0,0,0,5.7
6100233,0.567,0.433,0,0,0,0,5.1
6100311,0.635,0.365,0,0,0,0,5.4
6100312,0.867,0.133,0,0,0,0,3.6
6100313,0.82,0.18,0,0,0,0,3.4
6100314,0.449,0.551,0,0,0,0,3.5
6100315,0.511,0.489,0,0,0,0,4.6
6100321,0.87,0.13,0,0,0,0,4.8
6100322,0.908,0.092,0,0,0,0,6.4
6100323,0.819,0.181,0,0,0,0,6
6100411,0.631,0.369,0,0,0,0,6.1
6100412,0.804,0.196,0,0,0,0,1.7
6100413,0.795,0.205,0,0,0,0,5.4
6100414,0.793,0.207,0,0,0,0,2.8
6100415,0.791,0.209,0,0,0,0,3.8
6100422,0.804,0.196,0,0,0,0,3.1
6100423,0.838,0.162,0,0,0,0,3.5
6100424,0.754,0.246,0,0,0,0,4.6
6100425,0.728,0.272,0,0,0,0,4.4
6100426,0.658,0.342,0,0,0,0,4.6
6100427,0.897,0.103,0,0,0,0,3
6200113,0.008,0.992,0,0,0,0,5
6200114,0.007,0.993,0,0,0,0,3.1
6200211,0.014,0.986,0,0,0,0,3.8
6200212,0.016,0.984,0,0,0,0,4.4
6200213,0.016,0.984,0,0,0,0,3
6200214,0.007,0.993,0,0,0,0,3.2
6200215,0.008,0.992,0,0,0,0,4.6
6200312,0.03,0.97,0,0,0,0,2.5
6200321,0.007,0.993,0,0,0,0,3.1
6200322,0.005,0.995,0,0,0,0,5.2
6200411,0.013,0.987,0,0,0,0,3.9
6200412,0.011,0.989,0,0,0,0,4.3
6200413,0.026,0.974,0,0,0,0,3.9
6200421,0.007,0.993,0,0,0,0,5.2
6200422,0.019,0.981,0,0,0,0,2.2
6200423,0.011,0.989,0,0,0,0,2.6
6200511,0.007,0.993,0,0,0,0,3
6200513,0.007,0.993,0,0,0,0,2.7
6200522,0.012,0.988,0,0,0,0,4.4
6600211,0.005,0.995,0,0,0,0,4.2
6600213,0.011,0.989,0,0,0,0,4.8
6600214,0.005,0.995,0,0,0,0,4.4
6600215,0.029,0.971,0,0,0,0,2
6600221,0.023,0.977,0,0,0,0,1.8
6600223,0.012,0.988,0,0,0,0,3
6600225,0.022,0.978,0,0,0,0,4.2
6600311,0.013,0.987,0,0,0,0,2.3
6600312,0.016,0.984,0,0,0,0,2.3
6600313,0.019,0.981,0,0,0,0,3.5
6600314,0.011,0.989,0,0,0,0,2.9
6600321,0.008,0.992,0,0,0,0,3.5
6600324,0.01,0.99,0,0,0,0,3.8
6600332,0.012,0.988,0,0,0,0,2
6600334,0.009,0.991,0,0,0,0,2.2
6600411,0.025,0.975,0,0,0,0,1.3
6600412,0.061,0.939,0,0,0,0,3.4
6600413,0.015,0.985,0,0,0,0,4.2
6600414,0.005,0.995,0,0,0,0,2.6
6600422,0.01,0.99,0,0,0,0,2.6
6600512,0.025,0.975,0,0,0,0,4.3
6600514,0.006,0.994,0,0,0,0,4.4
6600521,0.004,0.996,0,0,0,0,4.3
6600523,0.027,0.973,0,0,0,0,4.1
6600611,0.011,0.989,0,0,0,0,4.3
6600612,0.013,0.987,0,0,0,0,2.6
6600613,0.012,0.988,0,0,0,0,2.3
6600615,0.036,0.964,0,0,0,0,3
6600621,0.086,0.914,0,0,0,0,5.5
6600622,0.052,0.948,0,0,0,0,4.1
6600623,0.003,0.997,0,0,0,0,3.8
6600624,0.004,0.996,0,0,0,0,3.6
6600626,0.027,0.973,0,0,0,0,4.3
7100112,0.007,0.993,0,0,0,0,5.1
7100113,0.013,0.987,0,0,0,0,6.6
7100114,0.012,0.988,0,0,0,0,4.7
7100122,0.005,0.995,0,0,0,0,3.9
7100123,0.013,0.987,0,0,0,0,4.2
7100124,0.035,0.965,0,0,0,0,3.9
7100125,0.015,0.985,0,0,0,0,4.4
7100126,0.008,0.992,0,0,0,0,3
7100127,0.016,0.984,0,0,0,0,1
7100211,0.006,0.994,0,0,0,0,4.9
7100212,0.012,0.988,0,0,0,0,6.2
7100213,0.01,0.99,0,0,0,0,5.4
7100214,0.013,0.987,0,0,0,0,3
7100221,0.007,0.993,0,0,0,0,4.2
7100222,0.036,0.964,0,0,0,0,1.1
7100223,0.015,0.985,0,0,0,0,2.2
7100225,0.02,0.98,0,0,0,0,4.1
7100226,0.011,0.989,0,0,0,0,3.5
7100313,0.005,0.995,0,0,0,0,4.3
7100314,0.024,0.976,0,0,0,0,5.6
7100315,0.02,0.98,0,0,0,0,2.2
7100316,0.011,0.989,0,0,0,0,4.3
7100321,0.04,0.96,0,0,0,0,5.7
7100322,0.006,0.994,0,0,0,0,4
7100323,0.053,0.947,0,0,0,0,5
7400114,0.034,0.966,0,0,0,0,6.2
7400115,0.007,0.993,0,0,0,0,10.2
7400212,0.015,0.985,0,0,0,0,3.7
7400221,0.476,0.524,0,0,0,0,4.3
7400223,0.089,0.911,0,0,0,0,3.9
7400231,0.004,0.996,0,0,0,0,4.9
7400241,0.011,0.989,0,0,0,0,4.8
7400242,0.032,0.968,0,0,0,0,2.6
7400311,0.017,0.983,0,0,0,0,2.9
7400313,0.015,0.985,0,0,0,0,2.9
7400321,0.013,0.987,0,0,0,0,3.4
7400322,0.018,0.982,0,0,0,0,4.7
7400323,0.008,0.992,0,0,0,0,3.3
7400331,0.011,0.989,0,0,0,0,2.4
7400332,0.154,0.846,0,0,0,0,2.4
7400333,0.132,0.868,0,0,0,0,3.4
7400334,0.019,0.981,0,0,0,0,3
7400341,0.006,0.994,0,0,0,0,4.4
7400342,0.006,0.994,0,0,0,0,3.2
7400343,0.027,0.973,0,0,0,0,2.7
7400351,0.06,0.94,0,0,0,0,5
7400352,0.058,0.942,0,0,0,0,7.4
7400353,0.082,0.918,0,0,0,0,1
7400411,0.014,0.986,0,0,0,0,1.7
7400421,0.016,0.984,0,0,0,0,4
7400422,0.007,0.993,0,0,0,0,4.4
7400431,0.031,0.969,0,0,0,0,5.6
7400512,0.06,0.94,0,0,0,0,1.8
7400513,0.007,0.993,0,0,0,0,3.5
7400523,0.041,0.959,0,0,0,0,4.1
7900112,0.011,0.989,0,0,0,0,4.7
7900113,0.021,0.979,0,0,0,0,11.7
7900114,0.008,0.992,0,0,0,0,3.8
7900115,0.015,0.985,0,0,0,0,2
7900121,0.004,0.996,0,0,0,0,4.1
7900122,0.005,0.995,0,0,0,0,4.9
7900123,0.005,0.995,0,0,0,0,3.4
7900134,0.027,0.973,0,0,0,0,2.2
7900141,0.095,0.905,0,0,0,0,1.5
7900142,0.08,0.92,0,0,0,0,1.4
7900145,0.046,0.954,0,0,0,0,3.4
7900146,0.011,0.989,0,0,0,0,1.5
7900213,0.114,0.886,0,0,0,0,1.3
7900221,0.058,0.942,0,0,0,0,2.5
7900222,0.039,0.961,0,0,0,0,3
7900223,0.056,0.944,0,0,0,0,3.2
7900224,0.064,0.936,0,0,0,0,3.3
7900231,0.052,0.948,0,0,0,0,5.9
7900232,0.067,0.933,0,0,0,0,3.1
7900233,0.012,0.988,0,0,0,0,2.9
7900234,0.017,0.983,0,0,0,0,3.3
7900235,0.088,0.912,0,0,0,0,2.4
7900236,0.105,0.895,0,0,0,0,3.2
7900311,0.013,0.987,0,0,0,0,5.1
7900313,0.005,0.995,0,0,0,0,4.2
7900321,0.024,0.976,0,0,0,0,4.6
7900323,0.007,0.993,0,0,0,0,3.1
7900324,0.016,0.984,0,0,0,0,3.5
7900411,0.015,0.985,0,0,0,0,1.8
7900412,0.015,0.985,0,0,0,0,2.8
7900413,0.007,0.993,0,0,0,0,2
7900414,0.112,0.888,0,0,0,0,4
7900415,0.034,0.966,0,0,0,0,2.5
7900421,0.035,0.965,0,0,0,0,3
7900423,0.016,0.984,0,0,0,0,4.6
7900424,0.005,0.995,0,0,0,0,4
7900432,0.016,0.984,0,0,0,0,2.9
7900434,0.02,0.98,0,0,0,0,1.4
7900511,0.108,0.892,0,0,0,0,1.2
7900512,0.164,0.836,0,0,0,0,3
7900513,0.007,0.993,0,0,0,0,3.4
7900515,0.058,0.942,0,0,0,0,1.6
7900516,0.02,0.98,0,0,0,0,1.1
7900521,0.117,0.883,0,0,0,0,4.2
7900522,0.061,0.939,0,0,0,0,4.4
7900523,0.808,0.192,0,0,0,0,4.2
7900524,0.024,0.976,0,0,0,0,4.6
8300114,0.004,0.996,0,0,0,0,5.4
8300116,0.011,0.989,0,0,0,0,4.3
8300117,0.011,0.989,0,0,0,0,4
8300121,0.007,0.993,0,0,0,0,4.3
8300122,0.046,0.954,0,0,0,0,3.3
8300125,0.03,0.97,0,0,0,0,5
8300126,0.184,0.816,0,0,0,0,5.4
8300211,0.005,0.995,0,0,0,0,4
8300212,0.018,0.982,0,0,0,0,5.1
8300213,0.006,0.994,0,0,0,0,4.2
8300215,0.007,0.993,0,0,0,0,4.7
8300221,0.005,0.995,0,0,0,0,5.3
8300222,0.02,0.98,0,0,0,0,2.9
8300223,0.006,0.994,0,0,0,0,4.1
8300225,0.006,0.994,0,0,0,0,3.4
8300311,0.022,0.978,0,0,0,0,3.4
8300313,0.011,0.989,0,0,0,0,5.3
8300314,0.005,0.995,0,0,0,0,4.2
8300412,0.007,0.993,0,0,0,0,5.4
8300413,0.005,0.995,0,0,0,0,4.7
8300422,0.005,0.995,0,0,0,0,3.6
8300425,0.014,0.986,0,0,0,0,3.1
8300426,0.005,0.995,0,0,0,0,4.8
8300511,0.01,0.99,0,0,0,0,5.4
8300513,0.007,0.993,0,0,0,0,3.1
8300534,0.009,0.991,0,0,0,0,6.4
8300615,0.004,0.996,0,0,0,0,5.2
8300623,0.008,0.992,0,0,0,0,2.4
8300624,0.001,0.999,0,0,0,0,5.1
8400114,0.011,0.989,0,0,0,0,4.2
8400115,0.009,0.991,0,0,0,0,3.3
8400116,0.005,0.995,0,0,0,0,4.1
8400117,0.166,0.834,0,0,0,0,5.1
8400121,0.071,0.929,0,0,0,0,3.8
8400122,0.063,0.937,0,0,0,0,3.6
8400124,0.15,0.85,0,0,0,0,3
8400211,0.223,0.777,0,0,0,0,3.6
8400212,0.08,0.92,0,0,0,0,2.1
8400213,0.007,0.993,0,0,0,0,4.2
8400214,0.026,0.974,0,0,0,0,2.8
8400222,0.01,0.99,0,0,0,0,7
8400231,0.03,0.97,0,0,0,0,2.4
8400232,0.203,0.797,0,0,0,0,4.4
8400313,0.041,0.959,0,0,0,0,2.7
8400321,0.023,0.977,0,0,0,0,4.3
8400414,0.009,0.991,0,0,0,0,4
8400424,0.007,0.993,0,0,0,0,2.4
8400425,0.016,0.984,0,0,0,0,3.5
8400431,0.012,0.988,0,0,0,0,4.5
8400432,0.009,0.991,0,0,0,0,6
8400433,0.017,0.983,0,0,0,0,0.8
8600114,0.003,0.997,0,0,0,0,5.4
8600116,0.007,0.993,0,0,0,0,3.5
8600121,0.008,0.992,0,0,0,0,3.1
8600133,0.008,0.992,0,0,0,0,5.6
8600135,0.007,0.993,0,0,0,0,2.9
8600136,0.01,0.99,0,0,0,0,4.8
8600137,0.017,0.983,0,0,0,0,1.8
8600138,0.01,0.99,0,0,0,0,4
8600211,0.009,0.991,0,0,0,0,2.5
8600212,0.017,0.983,0,0,0,0,3.1
8600213,0.021,0.979,0,0,0,0,2.9
8600216,0.01,0.99,0,0,0,0,4.3
8600221,0.006,0.994,0,0,0,0,3.3
8600222,0.004,0.996,0,0,0,0,5.1
8600225,0.018,0.982,0,0,0,0,3.2
8600311,0.014,0.986,0,0,0,0,3.1
8600312,0.003,0.997,0,0,0,0,4.3
8600313,0.006,0.994,0,0,0,0,3.4
8600314,0.011,0.989,0,0,0,0,2.5
8600321,0.044,0.956,0,0,0,0,4.4
8600322,0.056,0.944,0,0,0,0,2.8
8600324,0.009,0.991,0,0,0,0,5.4
8600411,0.001,0.999,0,0,0,0,5.9
8600412,0.007,0.993,0,0,0,0,5.6
8600414,0.038,0.962,0,0,0,0,2.6
9000111,0.034,0.966,0,0,0,0,2.7
9000113,0.04,0.96,0,0,0,0,1.8
9000131,0.006,0.994,0,0,0,0,2.4
9000133,0.004,0.996,0,0,0,0,1.6
9000212,0.019,0.981,0,0,0,0,4.7
9000214,0.008,0.992,0,0,0,0,5
9000215,0.025,0.975,0,0,0,0,1.9
9000216,0.029,0.971,0,0,0,0,3.8
9000221,0.003,0.997,0,0,0,0,3.1
9000225,0.017,0.983,0,0,0,0,3.8
9000311,0.02,0.98,0,0,0,0,3.6
9000312,0.022,0.978,0,0,0,0,4.8
9000412,0.007,0.993,0,0,0,0,2.6
9000413,0.003,0.997,0,0,0,0,7.1
9000414,0.008,0.992,0,0,0,0,6.6
9000415,0.044,0.956,0,0,0,0,6.5
9000421,0.009,0.991,0,0,0,0,5.7
9000423,0.004,0.996,0,0,0,0,4.5
9000431,0.131,0.869,0,0,0,0,2.9
9000432,0.019,0.981,0,0,0,0,3.9
9000433,0.011,0.989,0,0,0,0,1.7
9000434,0.034,0.966,0,0,0,0,4.3
9000511,0.01,0.99,0,0,0,0,2.3
9000512,0.044,0.956,0,0,0,0,3.4
9000513,0.014,0.986,0,0,0,0,3.3
9000521,0.039,0.961,0,0,0,0,2.6
9000522,0.008,0.992,0,0,0,0,2.9
9000523,0.009,0.991,0,0,0,0,3.3
9000613,0.004,0.996,0,0,0,0,4.5
9000614,0.009,0.991,0,0,0,0,2.2
9000631,0.028,0.972,0,0,0,0,4.8
9000642,0.009,0.991,0,0,0,0,4.4
9000643,0.009,0.991,0,0,0,0,4.9
9000645,0.007,0.993,0,0,0,0,8.6
30001011,0.044,0.956,0,0,0,0,4.4
30001012,0.024,0.976,0,0,0,0,4.6
30001013,0.014,0.986,0,0,0,0,3.7
30001014,0.102,0.898,0,0,0,0,3.1
30001015,0.427,0.573,0,0,0,0,4.2
30001016,0.425,0.575,0,0,0,0,3.2
30001022,0.054,0.946,0,0,0,0,1.4
30001031,0.531,0.469,0,0,0,0,5.9
30001032,0.493,0.507,0,0,0,0,3.2
30001034,0.725,0.275,0,0,0,0,4.9
30001035,0.806,0.194,0,0,0,0,4
30001041,0.013,0.987,0,0,0,0,1.5
30001043,0.059,0.941,0,0,0,0,3.3
30001044,0.288,0.712,0,0,0,0,1.6
30001121,0.059,0.941,0,0,0,0,2.2
30001122,0.132,0.868,0,0,0,0,3.8
30001123,0.039,0.961,0,0,0,0,1.5
30001124,0.211,0.789,0,0,0,0,3.1
30001131,0.007,0.993,0,0,0,0,3.2
30001132,0.108,0.892,0,0,0,0,4.1
30001133,0.035,0.965,0,0,0,0,1.8
30001134,0.06,0.94,0,0,0,0,1.4
30001141,0.014,0.986,0,0,0,0,4.3
30001142,0.053,0.947,0,0,0,0,1.7
30001143,0.086,0.914,0,0,0,0,3.5
30001211,0.057,0.943,0,0,0,0,2.4
30001212,0.066,0.934,0,0,0,0,3.5
30001213,0.01,0.99,0,0,0,0,2.4
30001214,0.022,0.978,0,0,0,0,2.4
30001215,0.101,0.899,0,0,0,0,4.5
30001216,0.237,0.763,0,0,0,0,4.1
30001217,0.102,0.898,0,0,0,0,4.3
30001221,0.294,0.706,0,0,0,0,5.7
30001222,0.056,0.944,0,0,0,0,4.5
30001223,0.169,0.831,0,0,0,0,3.3
30001311,0.336,0.664,0,0,0,0,2.6
30001312,0.23,0.77,0,0,0,0,3.2
30001313,0.057,0.943,0,0,0,0,2
30001314,0.051,0.949,0,0,0,0,2.2
30001321,0.171,0.829,0,0,0,0,1.9
30001322,0.125,0.875,0,0,0,0,1.1
30001332,0.031,0.969,0,0,0,0,2.9
30001333,0.092,0.908,0,0,0,0,1.9
30001334,0.015,0.985,0,0,0,0,2.6
30001335,0.024,0.976,0,0,0,0,2.8
30001341,0.017,0.983,0,0,0,0,1
30001342,0.055,0.945,0,0,0,0,4.8
30001343,0.024,0.976,0,0,0,0,2.3
30001344,0.055,0.945,0,0,0,0,3.2
30001345,0.121,0.879,0,0,0,0,1
30001352,0.041,0.959,0,0,0,0,2.8
30001353,0.012,0.988,0,0,0,0,2.5
30001354,0.035,0.965,0,0,0,0,2.8
30001355,0.02,0.98,0,0,0,0,2.5
30001622,0.077,0.923,0,0,0,0,8.8
30001623,0.019,0.981,0,0,0,0,1
30001631,0.022,0.978,0,0,0,0,3.1
30001632,0.031,0.969,0,0,0,0,5.9
30001633,0.013,0.987,0,0,0,0,5
30001634,0.045,0.955,0,0,0,0,4.6
30001642,0.04,0.96,0,0,0,0,2.7
