,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179
2020-03-12,5.607188347197899e-08,5.607188347197899e-08,3.0839535909588443e-07,6.448266599277584e-07,4.205391260398424e-07,3.9250318430385296e-07,3.9250318430385296e-07,3.0839535909588443e-07,2.2428753388791595e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8035941735989494e-08,2.8035941735989494e-08,1.5419767954794221e-07,3.224133299638792e-07,2.102695630199212e-07,1.9625159215192648e-07,1.9625159215192648e-07,1.5419767954794221e-07,1.1214376694395797e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2015403601138354e-08,1.2015403601138354e-08,6.608471980626095e-08,1.3817714141309108e-07,9.011552700853766e-08,8.41078252079685e-08,8.41078252079685e-08,6.608471980626095e-08,4.806161440455342e-08,8.01026906742557e-09,8.01026906742557e-09,4.405647987084063e-08,9.211809427539405e-08,6.007701800569177e-08,5.6071883471978994e-08,5.6071883471978994e-08,4.405647987084063e-08,3.204107626970228e-08,2.0025672668563924e-08,2.0025672668563924e-08,1.1014119967710158e-07,2.3029523568848513e-07,1.5019254501422943e-07,1.401797086799475e-07,1.401797086799475e-07,1.1014119967710158e-07,8.01026906742557e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0025672668563924e-08,2.0025672668563924e-08,1.1014119967710158e-07,2.3029523568848513e-07,1.5019254501422943e-07,1.401797086799475e-07,1.401797086799475e-07,1.1014119967710158e-07,8.01026906742557e-08,6.408215253940456e-08,6.408215253940456e-08,3.5245183896672506e-07,7.369447542031524e-07,4.806161440455342e-07,4.4857506777583195e-07,4.4857506777583195e-07,3.5245183896672506e-07,2.5632861015761823e-07,4.806161440455342e-08,4.806161440455342e-08,2.643388792250438e-07,5.527085656523643e-07,3.6046210803415063e-07,3.36431300831874e-07,3.36431300831874e-07,2.643388792250438e-07,1.9224645761821367e-07,2.403080720227671e-08,2.403080720227671e-08,1.321694396125219e-07,2.7635428282618215e-07,1.8023105401707532e-07,1.68215650415937e-07,1.68215650415937e-07,1.321694396125219e-07,9.612322880910684e-08,2.403080720227671e-08,2.403080720227671e-08,1.321694396125219e-07,2.7635428282618215e-07,1.8023105401707532e-07,1.68215650415937e-07,1.68215650415937e-07,1.321694396125219e-07,9.612322880910684e-08,1.602053813485114e-08,1.602053813485114e-08,8.811295974168127e-08,1.842361885507881e-07,1.2015403601138354e-07,1.1214376694395799e-07,1.1214376694395799e-07,8.811295974168127e-08,6.408215253940456e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.204107626970228e-08,3.204107626970228e-08,1.7622591948336253e-07,3.684723771015762e-07,2.403080720227671e-07,2.2428753388791597e-07,2.2428753388791597e-07,1.7622591948336253e-07,1.2816430507880911e-07
2020-03-13,4.515105078809106e-08,4.515105078809106e-08,2.4833077933450085e-07,5.192370840630473e-07,3.3863288091068295e-07,3.160573555166375e-07,3.160573555166375e-07,2.4833077933450085e-07,1.8060420315236425e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.847088441330998e-08,1.847088441330998e-08,1.015898642732049e-07,2.124151707530648e-07,1.3853163309982485e-07,1.2929619089316988e-07,1.2929619089316988e-07,1.015898642732049e-07,7.388353765323992e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.156961471103328e-09,6.156961471103328e-09,3.3863288091068307e-08,7.080505691768828e-08,4.6177211033274956e-08,4.30987302977233e-08,4.30987302977233e-08,3.3863288091068307e-08,2.4627845884413313e-08,6.156961471103328e-09,6.156961471103328e-09,3.3863288091068307e-08,7.080505691768828e-08,4.6177211033274956e-08,4.30987302977233e-08,4.30987302977233e-08,3.3863288091068307e-08,2.4627845884413313e-08,8.209281961471105e-09,8.209281961471105e-09,4.5151050788091076e-08,9.44067425569177e-08,6.156961471103328e-08,5.746497373029773e-08,5.746497373029773e-08,4.5151050788091076e-08,3.283712784588442e-08,4.3098730297723294e-08,4.3098730297723294e-08,2.370430166374781e-07,4.956353984238179e-07,3.232404772329247e-07,3.0169111208406305e-07,3.0169111208406305e-07,2.370430166374781e-07,1.7239492119089318e-07,3.283712784588442e-08,3.283712784588442e-08,1.806042031523643e-07,3.776269702276708e-07,2.462784588441331e-07,2.2985989492119093e-07,2.2985989492119093e-07,1.806042031523643e-07,1.3134851138353768e-07,1.641856392294221e-08,1.641856392294221e-08,9.030210157618215e-08,1.888134851138354e-07,1.2313922942206655e-07,1.1492994746059546e-07,1.1492994746059546e-07,9.030210157618215e-08,6.567425569176884e-08,2.873248686514886e-08,2.873248686514886e-08,1.5802867775831872e-07,3.304235989492119e-07,2.1549365148861645e-07,2.0112740805604205e-07,2.0112740805604205e-07,1.5802867775831872e-07,1.1492994746059544e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.104640980735552e-09,4.104640980735552e-09,2.2575525394045538e-08,4.720337127845885e-08,3.078480735551664e-08,2.8732486865148866e-08,2.8732486865148866e-08,2.2575525394045538e-08,1.641856392294221e-08,2.0523204903677756e-08,2.0523204903677756e-08,1.1287762697022766e-07,2.360168563922942e-07,1.5392403677758317e-07,1.436624343257443e-07,1.436624343257443e-07,1.1287762697022766e-07,8.209281961471102e-08
2020-03-14,1.479234425415937e-07,1.479234425415937e-07,8.135789339787653e-07,1.7011195892283276e-06,1.1094258190619527e-06,1.0354640977911558e-06,1.0354640977911558e-06,8.135789339787653e-07,5.916937701663748e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.376032023642732e-08,1.376032023642732e-08,7.568176130035027e-08,1.582436827189142e-07,1.032024017732049e-07,9.632224165499125e-08,9.632224165499125e-08,7.568176130035027e-08,5.504128094570928e-08,2.752064047285464e-08,2.752064047285464e-08,1.5136352260070054e-07,3.164873654378284e-07,2.064048035464098e-07,1.926444833099825e-07,1.926444833099825e-07,1.5136352260070054e-07,1.1008256189141856e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44008005910683e-08,3.44008005910683e-08,1.8920440325087566e-07,3.9560920679728544e-07,2.580060044330122e-07,2.4080560413747814e-07,2.4080560413747814e-07,1.8920440325087566e-07,1.376032023642732e-07,6.192144106392294e-08,6.192144106392294e-08,3.405679258515762e-07,7.120965722351139e-07,4.6441080797942206e-07,4.334500874474606e-07,4.334500874474606e-07,3.405679258515762e-07,2.476857642556918e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44008005910683e-08,3.44008005910683e-08,1.8920440325087566e-07,3.9560920679728544e-07,2.580060044330122e-07,2.4080560413747814e-07,2.4080560413747814e-07,1.8920440325087566e-07,1.376032023642732e-07,3.44008005910683e-08,3.44008005910683e-08,1.8920440325087566e-07,3.9560920679728544e-07,2.580060044330122e-07,2.4080560413747814e-07,2.4080560413747814e-07,1.8920440325087566e-07,1.376032023642732e-07,3.096072053196147e-08,3.096072053196147e-08,1.702839629257881e-07,3.5604828611755694e-07,2.3220540398971103e-07,2.167250437237303e-07,2.167250437237303e-07,1.702839629257881e-07,1.238428821278459e-07,8.256192141856392e-08,8.256192141856392e-08,4.540905678021016e-07,9.494620963134852e-07,6.192144106392294e-07,5.779334499299475e-07,5.779334499299475e-07,4.540905678021016e-07,3.302476856742557e-07,3.784088065017513e-08,3.784088065017513e-08,2.0812484357596322e-07,4.35170127477014e-07,2.8380660487631346e-07,2.6488616455122595e-07,2.6488616455122595e-07,2.0812484357596322e-07,1.513635226007005e-07,3.44008005910683e-08,3.44008005910683e-08,1.8920440325087566e-07,3.9560920679728544e-07,2.580060044330122e-07,2.4080560413747814e-07,2.4080560413747814e-07,1.8920440325087566e-07,1.376032023642732e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.784088065017513e-08,3.784088065017513e-08,2.0812484357596322e-07,4.35170127477014e-07,2.8380660487631346e-07,2.6488616455122595e-07,2.6488616455122595e-07,2.0812484357596322e-07,1.513635226007005e-07
2020-03-15,1.734001394264448e-07,1.734001394264448e-07,9.537007668454463e-07,1.9941016034041153e-06,1.300501045698336e-06,1.2138009759851137e-06,1.2138009759851137e-06,9.537007668454463e-07,6.936005577057792e-07,2.6973355021891414e-08,2.6973355021891414e-08,1.4835345262040277e-07,3.101935827517513e-07,2.023001626641856e-07,1.8881348515323993e-07,1.8881348515323993e-07,1.4835345262040277e-07,1.0789342008756566e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.009337361208406e-08,5.009337361208406e-08,2.7551355486646233e-07,5.760737965389666e-07,3.757003020906304e-07,3.506536152845884e-07,3.506536152845884e-07,2.7551355486646233e-07,2.0037349444833624e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9266682158493865e-08,1.9266682158493865e-08,1.0596675187171626e-07,2.2156684482267946e-07,1.4450011618870399e-07,1.3486677510945708e-07,1.3486677510945708e-07,1.0596675187171626e-07,7.706672863397546e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.853336431698773e-08,3.853336431698773e-08,2.1193350374343253e-07,4.431336896453589e-07,2.8900023237740797e-07,2.6973355021891416e-07,2.6973355021891416e-07,2.1193350374343253e-07,1.5413345726795092e-07,6.936005577057792e-08,6.936005577057792e-08,3.8148030673817857e-07,7.976406413616462e-07,5.202004182793345e-07,4.855203903940456e-07,4.855203903940456e-07,3.8148030673817857e-07,2.774402230823117e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.706672863397546e-08,7.706672863397546e-08,4.2386700748686505e-07,8.862673792907178e-07,5.780004647548159e-07,5.394671004378283e-07,5.394671004378283e-07,4.2386700748686505e-07,3.0826691453590183e-07,2.6973355021891414e-08,2.6973355021891414e-08,1.4835345262040277e-07,3.101935827517513e-07,2.023001626641856e-07,1.8881348515323993e-07,1.8881348515323993e-07,1.4835345262040277e-07,1.0789342008756566e-07,3.082669145359019e-08,3.082669145359019e-08,1.6954680299474604e-07,3.545069517162872e-07,2.3120018590192641e-07,2.1578684017513137e-07,2.1578684017513137e-07,1.6954680299474604e-07,1.2330676581436077e-07,1.0789342008756566e-07,1.0789342008756566e-07,5.934138104816111e-07,1.2407743310070052e-06,8.092006506567424e-07,7.552539406129597e-07,7.552539406129597e-07,5.934138104816111e-07,4.3157368035026263e-07,3.853336431698773e-08,3.853336431698773e-08,2.1193350374343253e-07,4.431336896453589e-07,2.8900023237740797e-07,2.6973355021891416e-07,2.6973355021891416e-07,2.1193350374343253e-07,1.5413345726795092e-07,4.2386700748686504e-08,4.2386700748686504e-08,2.3312685411777577e-07,4.874470586098949e-07,3.1790025561514876e-07,2.9670690524080555e-07,2.9670690524080555e-07,2.3312685411777577e-07,1.6954680299474602e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.394671004378283e-08,5.394671004378283e-08,2.9670690524080555e-07,6.203871655035026e-07,4.046003253283712e-07,3.7762697030647986e-07,3.7762697030647986e-07,2.9670690524080555e-07,2.1578684017513132e-07
2020-03-16,1.8830122591943958e-07,1.8830122591943958e-07,1.0356567425569177e-06,2.1654640980735553e-06,1.412259194395797e-06,1.3181085814360772e-06,1.3181085814360772e-06,1.0356567425569177e-06,7.532049036777583e-07,3.138353765323993e-08,3.138353765323993e-08,1.7260945709281961e-07,3.6091068301225917e-07,2.3537653239929946e-07,2.1968476357267952e-07,2.1968476357267952e-07,1.7260945709281961e-07,1.255341506129597e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.138353765323993e-08,3.138353765323993e-08,1.7260945709281961e-07,3.6091068301225917e-07,2.3537653239929946e-07,2.1968476357267952e-07,2.1968476357267952e-07,1.7260945709281961e-07,1.255341506129597e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9614711033274953e-08,1.9614711033274953e-08,1.0788091068301223e-07,2.2556917688266196e-07,1.4711033274956212e-07,1.3730297723292468e-07,1.3730297723292468e-07,1.0788091068301223e-07,7.845884413309981e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7460595446584936e-08,2.7460595446584936e-08,1.5103327495621715e-07,3.1579684763572677e-07,2.0595446584938702e-07,1.9222416812609458e-07,1.9222416812609458e-07,1.5103327495621715e-07,1.0984238178633975e-07,8.238178633975481e-08,8.238178633975481e-08,4.5309982486865145e-07,9.473905429071802e-07,6.17863397548161e-07,5.766725043782837e-07,5.766725043782837e-07,4.5309982486865145e-07,3.2952714535901924e-07,3.138353765323993e-08,3.138353765323993e-08,1.7260945709281961e-07,3.6091068301225917e-07,2.3537653239929946e-07,2.1968476357267952e-07,2.1968476357267952e-07,1.7260945709281961e-07,1.255341506129597e-07,2.7460595446584936e-08,2.7460595446584936e-08,1.5103327495621715e-07,3.1579684763572677e-07,2.0595446584938702e-07,1.9222416812609458e-07,1.9222416812609458e-07,1.5103327495621715e-07,1.0984238178633975e-07,1.1768826619964973e-07,1.1768826619964973e-07,6.472854640980734e-07,1.3534150612959719e-06,8.826619964973729e-07,8.238178633975481e-07,8.238178633975481e-07,6.472854640980734e-07,4.707530647985989e-07,8.630472854640978e-08,8.630472854640978e-08,4.746760070052538e-07,9.925043782837127e-07,6.472854640980733e-07,6.041330998248686e-07,6.041330998248686e-07,4.746760070052538e-07,3.452189141856391e-07,2.3145359019264446e-07,2.3145359019264446e-07,1.2729947460595444e-06,2.6617162872154112e-06,1.7359019264448333e-06,1.6201751313485113e-06,1.6201751313485113e-06,1.2729947460595444e-06,9.258143607705778e-07,3.9229422066549905e-08,3.9229422066549905e-08,2.1576182136602447e-07,4.511383537653239e-07,2.9422066549912425e-07,2.7460595446584936e-07,2.7460595446584936e-07,2.1576182136602447e-07,1.5691768826619962e-07,1.9614711033274953e-08,1.9614711033274953e-08,1.0788091068301223e-07,2.2556917688266196e-07,1.4711033274956212e-07,1.3730297723292468e-07,1.3730297723292468e-07,1.0788091068301223e-07,7.845884413309981e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7075306479859896e-08,4.7075306479859896e-08,2.589141856392294e-07,5.413660245183888e-07,3.5306479859894923e-07,3.295271453590193e-07,3.295271453590193e-07,2.589141856392294e-07,1.8830122591943958e-07
2020-03-17,2.3250412721541158e-07,2.3250412721541158e-07,1.2787726996847636e-06,2.673797462977233e-06,1.7437809541155866e-06,1.627528890507881e-06,1.627528890507881e-06,1.2787726996847636e-06,9.300165088616463e-07,3.632876987740806e-08,3.632876987740806e-08,1.9980823432574432e-07,4.177808535901927e-07,2.7246577408056043e-07,2.543013891418564e-07,2.543013891418564e-07,1.9980823432574432e-07,1.4531507950963225e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.816438493870403e-08,1.816438493870403e-08,9.990411716287216e-08,2.0889042679509635e-07,1.3623288704028022e-07,1.271506945709282e-07,1.271506945709282e-07,9.990411716287216e-08,7.265753975481612e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1797261926444834e-08,2.1797261926444834e-08,1.198849405954466e-07,2.506685121541156e-07,1.6347946444833625e-07,1.5258083348511386e-07,1.5258083348511386e-07,1.198849405954466e-07,8.718904770577934e-08,6.90246627670753e-08,6.90246627670753e-08,3.796356452189142e-07,7.937836218213661e-07,5.176849707530647e-07,4.831726393695272e-07,4.831726393695272e-07,3.796356452189142e-07,2.760986510683012e-07,5.449315481611208e-08,5.449315481611208e-08,2.9971235148861644e-07,6.26671280385289e-07,4.086986611208406e-07,3.8145208371278463e-07,3.8145208371278463e-07,2.9971235148861644e-07,2.1797261926444833e-07,3.632876987740806e-08,3.632876987740806e-08,1.9980823432574432e-07,4.177808535901927e-07,2.7246577408056043e-07,2.543013891418564e-07,2.543013891418564e-07,1.9980823432574432e-07,1.4531507950963225e-07,1.198849405954466e-07,1.198849405954466e-07,6.593671732749562e-07,1.3786768168476358e-06,8.991370544658493e-07,8.391945841681262e-07,8.391945841681262e-07,6.593671732749562e-07,4.795397623817864e-07,1.0172055565674256e-07,1.0172055565674256e-07,5.594630561120841e-07,1.1697863900525395e-06,7.629041674255692e-07,7.12043889597198e-07,7.12043889597198e-07,5.594630561120841e-07,4.0688222262697026e-07,2.2523837323992994e-07,2.2523837323992994e-07,1.2388110528196147e-06,2.5902412922591943e-06,1.6892877992994744e-06,1.5766686126795097e-06,1.5766686126795097e-06,1.2388110528196147e-06,9.009534929597198e-07,5.086027782837128e-08,5.086027782837128e-08,2.7973152805604204e-07,5.848931950262698e-07,3.814520837127846e-07,3.56021944798599e-07,3.56021944798599e-07,2.7973152805604204e-07,2.0344111131348513e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.722740084063048e-08,4.722740084063048e-08,2.5975070462346765e-07,5.431151096672505e-07,3.5420550630472857e-07,3.305918058844134e-07,3.305918058844134e-07,2.5975070462346765e-07,1.8890960336252193e-07
2020-03-18,2.14862639474606e-07,2.14862639474606e-07,1.1817445171103329e-06,2.470920353957969e-06,1.6114697960595448e-06,1.504038476322242e-06,1.504038476322242e-06,1.1817445171103329e-06,8.59450557898424e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.133413492338004e-08,3.133413492338004e-08,1.723377420785902e-07,3.603425516188705e-07,2.350060119253503e-07,2.1933894446366031e-07,2.1933894446366031e-07,1.723377420785902e-07,1.2533653969352016e-07,2.2381524945271457e-08,2.2381524945271457e-08,1.23098387198993e-07,2.5738753687062177e-07,1.6786143708953593e-07,1.566706746169002e-07,1.566706746169002e-07,1.23098387198993e-07,8.952609978108583e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2381524945271457e-08,2.2381524945271457e-08,1.23098387198993e-07,2.5738753687062177e-07,1.6786143708953593e-07,1.566706746169002e-07,1.566706746169002e-07,1.23098387198993e-07,8.952609978108583e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2381524945271457e-08,2.2381524945271457e-08,1.23098387198993e-07,2.5738753687062177e-07,1.6786143708953593e-07,1.566706746169002e-07,1.566706746169002e-07,1.23098387198993e-07,8.952609978108583e-08,9.84787097591944e-08,9.84787097591944e-08,5.416329036755692e-07,1.1325051622307356e-06,7.385903231939579e-07,6.893509683143609e-07,6.893509683143609e-07,5.416329036755692e-07,3.939148390367776e-07,2.2381524945271457e-08,2.2381524945271457e-08,1.23098387198993e-07,2.5738753687062177e-07,1.6786143708953593e-07,1.566706746169002e-07,1.566706746169002e-07,1.23098387198993e-07,8.952609978108583e-08,3.581043991243433e-08,3.581043991243433e-08,1.9695741951838882e-07,4.118200589929948e-07,2.6857829934325747e-07,2.5067307938704033e-07,2.5067307938704033e-07,1.9695741951838882e-07,1.4324175964973733e-07,1.029550147482487e-07,1.029550147482487e-07,5.662525811153679e-07,1.1839826696048602e-06,7.721626106118653e-07,7.20685103237741e-07,7.20685103237741e-07,5.662525811153679e-07,4.118200589929948e-07,7.609718481392296e-08,7.609718481392296e-08,4.1853451647657626e-07,8.75117625360114e-07,5.707288861044222e-07,5.326802936974608e-07,5.326802936974608e-07,4.1853451647657626e-07,3.0438873925569184e-07,3.715333140915062e-07,3.715333140915062e-07,2.0434332275032842e-06,4.2726331120523215e-06,2.7864998556862965e-06,2.6007331986405435e-06,2.6007331986405435e-06,2.0434332275032842e-06,1.4861332563660247e-06,4.028674490148862e-08,4.028674490148862e-08,2.2157709695818742e-07,4.632975663671192e-07,3.0215058676116466e-07,2.820072143104204e-07,2.820072143104204e-07,2.2157709695818742e-07,1.611469796059545e-07,5.37156598686515e-08,5.37156598686515e-08,2.954361292775832e-07,6.177300884894922e-07,4.028674490148862e-07,3.760096190805605e-07,3.760096190805605e-07,2.954361292775832e-07,2.14862639474606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.504979479203154e-08,8.504979479203154e-08,4.6777387135617346e-07,9.780726401083627e-07,6.378734609402365e-07,5.953485635442208e-07,5.953485635442208e-07,4.6777387135617346e-07,3.4019917916812617e-07
